restaurant_id,name,description,pricing,cuisine_type,source_city,cover_url,logo_url
0890dd1d-a1df-4577-b631-f493f7a120c3,Cheez - Dhanmondi,A cheese-lover's paradise featuring artisanal pizzas and Mediterranean-inspired sides.,৳৳৳,"Italian, Mediterranean, Pizza, Western",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/cp6ts-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cp6ts-logo.jpg
9f4f5982-3129-4ced-b3e0-dae2e8d30f31,KFC Dhanmondi,The global standard for finger-lickin' good fried chicken and signature burgers.,৳৳৳,"Chicken, Iftar, Seheri, Meat, Burgers, Western, Fast Food, Fried Chicken",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/s0wl-hero.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cs8gf-logo.jpg
1803e38f-9f3d-4204-8d88-454ce4358966,La Bamba Dhanmondi,"A diverse menu spanning Turkish kebabs, local Tehari, and traditional desserts.",৳৳৳,"Turkish, Kebab, Tehari, Curry, Middle Eastern, Jilapi, Beverage, Iftar, Dessert, Doi, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/s7kn-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cb0or-logo.jpg
07cca2c5-8b41-480e-af47-1370185e29e7,Thai Emerald - Dhanmondi,Vibrant and bold Pan-Asian flavors focusing on authentic Thai spices and curries.,৳৳৳,"Snacks, Curry, Chinese, Asian",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/hxzu-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cw0pc-logo.jpg
894cdbd6-4b8a-41c4-8c0c-ca36b6574b94,Ling Jing Chinese Restaurant- Dhanmondi,"A long-standing favorite for classic, family-style Chinese noodles and soups.",৳৳৳,"Curry, Rice Dishes, Beverage, Soups, Noodles, Chinese, Asian",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/x23p-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ct7eg-logo.jpg
24533ff0-ae7a-4922-b516-f3c1e982a4e0,Best Fried Chicken (BFC) - Keari Plaza,Bangladesh's homegrown hero for premium fried chicken and Western-style burgers.,৳৳,"Chicken, Meat, Burgers, Western, Fast Food, Fried Chicken",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/u7lk-hero.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cz2vz-logo.jpg
1176f5b6-a0d2-4067-a934-dbf83d141890,Diggger - Dhanmondi,A trendy spot for wood-fired pizzas and Mediterranean-inspired Western comfort food.,৳৳,"Snacks, Italian, Mediterranean, Pizza, Western",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/w227-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cp1el-logo.jpg
df423c6e-ddea-4b05-9cc2-d802e6b1edae,Secret Recipe (Flagship) - Dhanmondi,International franchise famous for award-winning cakes and a diverse Western menu.,৳৳৳,"Italian, Beverage, Mediterranean, Soups, Pizza, Dessert, Burgers, Western, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/u2qd-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cd5oy-logo.jpg
feddb663-7d05-41fd-aa7a-fb119affda7e,Pizza Burg - Dhanmondi,Popular for their fusion-style pizzas and massive Mediterranean-inspired sides.,৳৳,"Italian, Iftar, Mediterranean, Pizza, Western",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/s2yh-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cj3jh-logo.jpg
4e58d9f1-7d20-4b2d-896d-c1774f1be248,Hakka Dhaka - Dhanmondi,Premier Indo-Chinese fusion serving the best spicy noodles and dumplings in town.,৳৳৳,"Curry, Rice Dishes, Iftar, Seheri, Soups, Noodles, Chinese, Asian",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/s4lt-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cv8nr-logo.jpg
a70df471-fb40-438b-a994-feb7d582347a,Panda Dumplings- Dhanmondi,"Authentic Asian street food specialists focusing on handmade, steaming momos.",৳৳৳,"Chinese, Asian, Fast Food, Dumpling",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/iz4i-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cu5be-logo.jpg
9d18ba31-75c5-4a08-92d3-0672164db8d0,Boomers Cafe Dhanmondi,A versatile multi-cuisine hub serving everything from Chinese to Western burgers.,৳৳৳,"Ice Cream, Rice Dishes, Beverage, Indian, Dessert, Chinese, Asian, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/s5vb-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cs1ux-logo.jpg
0dd79e4e-dc3b-46a4-a514-5b5fc83b6fdb,Shawarma Damasco - Dhanmondi,Authentic Middle Eastern flavors focusing on traditional Syrian-style shawarmas.,৳৳,"Snacks, Middle Eastern, Shawarma",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/acks-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ck6kl-logo.jpg
5d08be2f-eadc-4040-8d5b-aae8b13daa33,Chillox- Dhanmondi,"The local legend for juicy, affordable burgers and casual Western-style hangouts.",৳৳,"Burgers, Western, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/s4jr-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ch6kt-logo.jpg
633d8e60-7495-46e5-a9de-f07545cc2c6a,Kiyoshi - Dhanmondi,Precision-crafted sushi and Japanese favorites for a refined dining experience.,৳৳৳,"Sushi, Japanese, Asian",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/rh2t-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/co9ca-logo.jpg
06d52f0b-68e2-41a1-94df-8297180e7025,Puro Pastry & Bakery -Satmasjid Road,Modern bakery chain known for consistent quality in cakes and savory pastries.,৳৳,"Cakes, Dessert, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/ra54-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cx6az-logo.jpg
0ced374a-79f4-4632-b879-46a909b38bf9,Chunk,"A modern Western-style eatery focusing on ""chunky"" burgers and hearty meat bowls.",৳৳৳,"Chicken, Rice Dishes, Meat, Burgers, Western, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/cm9ui-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cm9ui-logo.jpg
b7332cc8-6c58-4bcb-ab0f-2e7b1c572b23,Rice and Noodle - Dhanmondi,Bringing the best of Pan-Asian cuisine together with authentic Thai and Chinese.,৳৳৳,"Rice Dishes, Seafood, Noodles, Chinese, Asian, Thai",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/uefi-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/uefi-logo.jpg
1ba1c955-7e57-4ee5-9978-9b7f20148abe,Rosh - Rupayan Plaza,Traditional dessert specialists focusing on premium Bengali sweets and creamy Doi.,৳৳৳,"Iftar, Dessert, Doi, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/s00k-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cs9qc-logo.jpg
c2f2844e-d1b0-4fd3-8a63-210882749558,Shumi's Hot Cake - Shatmosjid,A household name for legendary chocolate cakes and a wide variety of desserts.,৳৳৳,"Cakes, Dessert, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/fdf4-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cc7ac-logo.jpg
bb6b5c29-6771-4508-bc50-e027e886b344,The Munch Station,A Pan-Asian quick-service spot focusing on noodles and handmade dumplings.,৳৳,"Chinese, Asian, Fast Food, Dumpling",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/t2ml-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cj6mg-logo.jpg
9809af97-b007-4551-8c59-416ad930ea0f,Izakaya - Dhanmondi,"An authentic Japanese ""pub-style"" experience with sushi and grilled specialties.",৳৳৳,"Japanese, Asian",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/cx9no-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cx9no-logo.jpg
e11ea721-5852-4769-b709-9c549d46950e,Alfresco-Dhanmondi,A casual Western-style kitchen serving Italian pasta and Mediterranean favorites.,৳৳৳,"Curry, Italian, Pasta, Mediterranean, Western, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/s9mg-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/s9mg-logo.jpg
6af47f70-23a8-4b22-ab2d-63557821d7b5,Herfy - Shimanto Square,High-quality Western fast food specializing in premium beef burgers and chicken.,৳৳৳,"Chicken, Meat, Burgers, Western, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/cz0gg-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cz0gg-logo.jpg
7b34df9d-472a-4a83-8ea7-14438c36593f,The Courtyard at Park Heights,A hidden gem for Western-style chicken and meat dishes in a cozy setting.,৳৳৳,"Chicken, Rice Dishes, Meat, Fast Food",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/u4zo-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cn6uf-logo.jpg
a36b600c-3c97-4536-8829-974dccf5d0fa,Cafe Tawa,A multi-cuisine kitchen blending Turkish grills with traditional local curries.,৳৳,"Turkish, Kebab, Tehari, Curry, Haleem, Middle Eastern, Jilapi, Iftar, Doi, Asian",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/rbiy-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/cn9ue-logo.jpg
608474d7-7aa3-4be4-b148-35ac9b938c08,Sufi House - Dhanmondi,A vast menu spanning Turkish kebabs to traditional Indian Haleem and Jilapi.,৳৳৳,"Turkish, Kebab, Tehari, Curry, Rice Dishes, Haleem, Middle Eastern, Jilapi, Iftar, Faluda",Dhaka - Dhanmondi,https://images.deliveryhero.io/image/fd-bd/LH/xgcz-listing.jpg,https://images.deliveryhero.io/image/fd-bd/bd-logos/ct6zq-logo.jpg
